,created_at,full_text,antisemitismo,retweet_count,favorite_count,user.screen_name,user.followers_count,user.favourites_count,WD,X,MO,NB,RELI,RIQ,NAC,NAZI,label
97,Mon May 29 13:10:39 +0000 2023,"@Jnmavicuna Baratito a 2.5 palos por c/u callampeñere zangane del estado...Al año es USD $3500 millones... Estos CSMs buscan subir  impuestos para pagar su nomenclatura y cagades del seso afines a la gangrena comunista, saturar el estado a lo Hitler. Una avalancha de mierda cubre Chile !! 💩 https://t.co/OG66jkHG4y",-2,0,0,VDE_SKDO,142,1973,,,,,,,,,0
98,Fri Apr 21 15:00:12 +0000 2023,"🚨
@FCFSeleccionCol 🇨🇴 Grupo C #MundialSub20 🆚
#Senegal 🇸🇳
#Japon 🇯🇵
#Israel 🇮🇱
#DeportesSinTapujos https://t.co/3Q3BurJIAI",-2,0,1,DptesSinTapujos,13239,6068,,,,,,,,,0
99,Tue May 23 05:22:00 +0000 2023,"@meloncitobb sí, un pelado con el que hacía reparto en una camioneta y vivía quejandose de argentina, del jefe judío, o del tránsito. Un tuitero de la vida real que tenía que soportar de lunes a viernes toda la mañana arriba de un espacio del cual no podía salir.",-1,0,1,aaleemaar,123,16917,,,,,,,,,0
100,Thu May 11 13:01:38 +0000 2023,🚀 ¿Por qué aseguran que Hitler era judío? https://t.co/bNxXwUePWE,-2,0,0,Difusion365,77630,4460,,,,,,,,,0
101,Sat May 20 13:30:53 +0000 2023,🧰 ¿Jesús era blanco o negro? La verdad sobre la raza del predicador judío https://t.co/in7RLzae51,-2,0,0,NeoInformes,54912,4531,,,,,,,,,0
102,Sat May 06 19:07:43 +0000 2023,"@choquei Igual a Bolsonaro, igual a Hitler ??",0,0,0,MorosofiaA84114,9,351,,,,,,,,,0
103,Mon Jun 13 00:06:26 +0000 2022,"#UnDíaComoHoy 

- En 1929, nace #AnaFrank, un icono universal del #Holocausto.
- En 1898, #Filipinas declara su independencia de #España. Los últimos de Filipinas aún resistieron casi un año más. https://t.co/bK4UX5Ge2Y",-2,0,0,un_potosino,102,3523,,,,,,,,,0
104,Fri Jun 17 02:03:37 +0000 2022,"@IntiHerrera4 @Eco_G_oxz @KabroBiblico @joseantoniokast Primero para decirle 'nazi' a Kast lee Mi Lucha, donde Adolf Hitler explica a detalle que es el Nacional-Socialismo que todos llaman erroneamente 'nazismo' y si aun asi le vuelves a decir 'nazi' a Kast, no solo eres ignorante tambien eres idiota",-2,0,2,Kristean_tomate,28,1169,,,,,,,,,0
105,Sun May 14 23:17:03 +0000 2023,"Estan ardidos, toda la plataforma de George Soros y los progres no han logrado meter sus toneras a Guate. 

Adelante @MPguatemala https://t.co/NVHaOeOEOr",1,0,4,AmandaSantiz,7827,62928,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
106,Fri Jun 02 16:36:05 +0000 2023,@RusiaInforma Una curiosidad...de sangre judia y neonazi...posiblemente es un caso de usurpacion...ahora titere del gobierno yanky.,2,0,2,GilMedi25095257,41,5208,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,1
107,Tue May 09 18:03:59 +0000 2023,@Jassielmex @StarcoVision Jajajajaja eso sí lo creo,-2,0,0,Israel_Aroche,793,62421,,,,,,,,,0
108,Wed May 17 14:53:38 +0000 2023,"@El_Hormiguero @Ruben_Amon @MarDab1 Deberíais poner una hormiga más. Una con bigote de Hitler. Así ya, no os faltaría un detalle.",0,0,0,Jvrad01,192,147685,,,,,,,,,0
109,Mon May 29 02:01:05 +0000 2023,"@davidroserow @yakuperezg @elnorteadiario @ImbaburaHoy @TVNCanal @activaibarra @ImbaburaenLinea @radiosonorama @PrimeraPlanaECU @EcuavisaInforma @elcomerciodigit @elcomerciocom Los partidos se  UNEN. 
Pero nosotros sabemos x quien votamos. Socialistas con el cerebro al reves,  o en la infancia tivieron problemas y ahora salen con  sus  Visiones erradas. Ej Fidel, Hitler, Chavez, Maduro, etc. Busquen a Dios p q los ayuden.",-2,0,0,mera_pastor,1,244,,,,,,,,,0
110,Sun Jun 12 14:59:21 +0000 2022,"Por lo tanto según el Dun, ser judío te vuelve más predispuesto a hacer uso de la violencia y provocar atentados terroristas, lo que es ridículo e irónico considerando su apoyo a este tipo de actos contra los grupos étnicos que odia.",-1,0,2,Koto_Sumire,169,11190,,,,,,,,,0
111,Tue May 09 12:19:27 +0000 2023,"Dios nos envió a Stalin para salvarnos del Facismo de Hitler, pero nadie está preparado para esa conversación.",-2,0,1,itabolivariano,1494,40569,,,,,,,,,0
112,Wed May 31 05:00:26 +0000 2023,El agua como arma de ocupación: Israel controla a los palestinos en Cisjordania a través de este recurso vital https://t.co/Bbsz5GBtMS a través de @eldiarioes,1,1,1,comandante_ben,326,16315,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
113,Wed Jun 29 19:10:49 +0000 2022,@PGuillermoSerra Israel García Martínez,-2,0,0,martinezcarril,10,68,,,,,,,,,0
114,Fri Jun 17 03:21:17 +0000 2022,"Los mismos ""ciudadanos de bien"" que masacraron a los jóvenes en las marchas, son los mismos que apoyan a Rodolfo Hitler. #RodolfoCobarde https://t.co/nko8RaFhhg",-2,2,1,leocpdh,836,8501,,,,,,,,,0
115,Mon May 22 16:02:04 +0000 2023,Correcto. Quizás algunas de su familia judía. https://t.co/Q7mZbEbkal,0,0,0,Carolin55279316,75,18570,,,,,,,,,0
116,Mon May 01 04:30:50 +0000 2023,"@CarlosMaslaton Era fascista musolineano, escondió a Nazis de alto rango que querían exterminar al pueblo judío.  Encontraron en argentina a Eichmam y Priebke. No estás bien vos .",-2,0,6,Arteceg1,258,10184,,,,,,,,,0
117,Fri May 19 15:01:13 +0000 2023,Israel despliega un fuerte contingente policial ante la ‘Marcha de las Banderas’ en Jerusalén https://t.co/2gUS3215np a través de @France24_es,-2,0,0,MedioUai,814,517,,,,,,,,,0
118,Tue May 02 13:00:27 +0000 2023,"@Rico_TBW En vez de hacer un stencil del grafiti Soros pagaba pasajes al grafitero para escribir la misma frase con la misma letra y el mismo tono de pintura en toda partes.

Está gente es muy mala para inventar maricadas y son tan malas personas que se las creen para alimentar el odio.",1,3,43,Asnasalvaje,1513,33757,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
119,Tue May 16 20:45:03 +0000 2023,Ayer eran rumores hoy lo estan confirmado q Gorge Soros se fue para siempre!!! https://t.co/3uuF3Xn2Ia,0,2,5,dannyjort,5912,11086,,,,,,,,,0
120,Mon May 22 01:34:38 +0000 2023,"Nunca fue la sororidad, sino soros-is-dad https://t.co/nULDimYHai",2,6,21,HdpLicenciado,4968,62255,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
121,Mon Apr 24 20:58:47 +0000 2023,"@_Davidcu @AFPespanol Donde estaba la ONU cuando la OTAN, acabó con Yugoslavia?. Donde está la ONU mientras el Estado Sionista de Israel acaba con el pueblo Palestino ?? #Palestina. Donde está la ONU mientras las fuerzas proNazis del Presidente se #Francia le dan una paliza a su propio pueblo ??",1,0,1,torreslcv1,491,8144,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
122,Tue May 16 19:08:31 +0000 2023,@AmericanoMedia Dos años hablando de soros y siempre pensé que eran inventos de gente sin oficio. Dime dime si no es cierto es que soros no gana sino anda con 300,0,0,0,carlojulio89,491,17594,,,,,,,,,0
123,Wed May 31 13:45:54 +0000 2023,@basedargentina0 @BezaFucks @RamiAkeen @ivancarrino Justamente que sea judío no es el problema ajajaj,0,0,2,l3nchu7,4285,65255,,,,,,,,,0
124,Sun May 21 11:50:47 +0000 2023,"@goblinkawaii @fionapplesimp Uy, sale hitler, la tengo que ver",0,0,1,SaficaDeBarrio,830,157820,,,,,,,,,0
125,Sun May 14 06:58:41 +0000 2023,"@laviincompae a devolver sus tierras al ""humilde proletariado"". A Mussolini le encantó esta idea populista de crear su propio Ejército con gente de la calle y surgieron las ""Camisas Negras"".
Dicha idea fue copiada por el Nationalsozialistische Deutsche Arbeiterpartei, de un tal Adolf Hitler",-2,0,0,ayllien69,1,0,,,,,,,,,0
126,Thu Jun 09 04:34:02 +0000 2022,"como me asquea la doble moral y el terrible bienquedismo.
Israel no es un país. https://t.co/oAst7Hzarx",2,0,0,akiyoshi_uwu,85,38595,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
127,Sat May 20 20:12:40 +0000 2023,"Israel ‘recibo un balón con ventaja, controlo y doy un pase hacia atrás’ Poblete",-2,0,3,JBJTF23,457,30898,,,,,,,,,0
128,Wed Jun 15 22:41:58 +0000 2022,@AlejandroFunes0 @MarceloLarin1 Biblia judio-Cristiana? Si un cristiano ve eso te va a entender por el antiguo y Nuevo Testamento... y si un judio viera esto posiblemente te dijera que eres un hereje.,0,0,1,DavidTxPhin,66,108,,,,,,,,,0
129,Mon May 01 15:13:11 +0000 2023,"Una buena explicación de por qué Israel no es comparable con EEUU y otros países, y de la importancia de la Corte Suprema https://t.co/L0qKuA5RTZ",-1,0,0,eliaslevyb,407,99,,,,,,,,,0
130,Fri Jun 17 15:15:37 +0000 2022,@DannyMunoz96 @_on_toy_ @elsay80 @MonkyBisness @Uliseschiva100 @inakimanero @rcruzm25 @Israel_112875 Eres de los mios,-2,0,2,roberthewitt2,1928,25728,,,,,,,,,0
131,Tue May 31 11:52:51 +0000 2022,"Los momentos más polémicos del candidato Rodolfo Hernández https://t.co/mJ2KAWmo3d via @elpaisamerica LAS MUJERES A la cocina y viva hitler, lo retratan",-2,2,2,francis05062860,57,3259,,,,,,,,,0
132,Mon May 30 02:30:04 +0000 2022,"ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ¤¨ðŸ¤¨

Seguidor de Hitler y amigo de Uribe: Conozca a Rodolfo Hernández, contendor de Petro https://t.co/CKeXhv8tWD a través de @Agencia_VN https://t.co/H0DDpygArr",-2,2,0,ABOGADOSOCIAL,27736,5459,,,,,,,,,0
133,Thu Jun 01 01:36:34 +0000 2023,@melapelatodobai Es Israel y lo confirmo,0,0,0,un_jabali_guapo,2475,58743,,,,,,,,,0
134,Wed Apr 26 14:23:04 +0000 2023,@osvaldoinforma @oncecaldas Lo que han hecho los vándalos de holocausto en el estadio Palogrande  hará que muchos de los abonados dejen de acompañar a su blanco del alma. Es urgente que a esos desadaptados  les prohíban entrar a los estadios por un largo periódo de tiempo.,-1,0,0,yeyotamayo,33,79,,,,,,,,,0
135,Tue Jun 28 16:28:13 +0000 2022,@MonkyBisness @Israel_112875 @_on_toy_ @Haraal3 @laurita_paty @rcruzm25 @Uliseschiva100 @donmeme001 @chivalone1 Lo malo es que llegó a media noche y ya no hay banquetera,-1,0,2,roberthewitt2,1927,26081,,,,,,,,,0
136,Mon May 01 12:05:08 +0000 2023,"@llenas_miguel 7) Por tanto la lucha fue, realmente y bajo el ropaje de contienda partidaria, el si Soros y los globalistas derrumbarían al P. Colorado y así caería el último y real bastión, digamos, conservador o derechoso de Latinoamérica, como dirían los colombianos.",1,2,3,jorge_a_bozzano,5339,99409,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
137,Tue Jun 14 14:48:40 +0000 2022,"@FranciaMarquezM Rancia ficticia, marioneta y amante de los millones de George Soros.",1,0,0,AndresHdezz20,34,923,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
138,Sun Jun 05 18:54:48 +0000 2022,?? ¿Por qué aseguran que Hitler era judío? https://t.co/nqQC0QgGIZ,-1,0,0,Enteremonos,41623,293,,,,,,,,,0
139,Thu Jun 09 17:30:47 +0000 2022,"RUMORES QUE HAN SONADO HASTA EL MOMENTO.
Giovani: Hasta el momento descartado.
Jurgen: Pre- Temporada (A prueba)
Israel Reyes: Que siempre no sale del Puebla.
Del Petre: Nuevo Refuerzo de Pumas
Solari: Ya hay oferta
Quiñones: ¿Quién sabe?
Berterame: Por buen camino CREO.",-2,2,13,EstiloDeVidaCA,11049,8663,,,,,,,,,0
140,Fri May 19 08:05:01 +0000 2023,"🚨Jim Caviezel VUELVE a HABLAR🚨
El ACTOR de la PASIÓN de CRISTO:

“No se puede decir ADRENOCROMO,No se puede decir nada malo de SOROS
Crees que sabes cuál es la verdad, no es así.Te la han SELECCIONADO.

Dios quiere que seas libre.

Es como un…⬇️
https://t.co/cLMzEobN1t",2,674,1093,danialonpri,51487,104704,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
141,Fri Jun 17 09:15:27 +0000 2022,la pulsera de arriba tiene mas años que hitler https://t.co/TNcLCKpkz9,0,0,4,NereaVidal8,65,1752,,,,,,,,,0
142,Sat Jun 25 02:06:30 +0000 2022,el judio promedio es la clara muestra de que La razón de mi vida es tremenda garcha,1,0,0,FuncionaBot,25,203,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
143,Thu Jun 23 13:43:06 +0000 2022,"Los petristas son de doble moral:
- Criticaban al Ingeniero pq alguna vez mencionó a Hitler. Lo tacharon de Nazi.
- Acaban de elegir un exguerrillero que alaba abiertamente a Chávez, Che Guevara y los Castro.

En fin, la hipocresía que nos llevará a la miseria",-2,0,2,SamuelTG92,133,6760,,,,,,,,,0
144,Sun Apr 23 14:56:47 +0000 2023,@beltrandelrio Pascal no te preocupes el pan va a perder por si solo y el pri jamás regresará ya dedícate a dar noticias interesantes a ser periodista,-2,0,0,eder_israel,83,3483,,,,,,,,,0
145,Mon May 30 01:26:18 +0000 2022,"@fdbedout Rudolf Hitler será el plan C y veo que tiene engañado a más de uno, un corrupto que está en proceso dice ser el cambio y que combatirá la corrupción, sólo los tontos siguen creyendo",-2,0,0,felipepipe180,40,196,,,,,,,,,0
146,Sat Jun 04 22:43:58 +0000 2022,"@BeatrizTalegon #PutinWarCriminal
#Putin=Hitler
#hijosDePutin ? -No, Gracias-",-2,0,0,aterrizocomopu2,1022,113706,,,,,,,,,0
147,Thu Jun 23 23:21:10 +0000 2022,"La resistencia cubana en Miami: votemos por Trump

La resistencia venezolana en Miami: votemos por Hitler 

La resistencia mexicana en Miami: comper https://t.co/ZTpApxzUwJ",-2,0,0,saudade_y_lagom,85,24996,,,,,,,,,0
148,Thu May 25 19:17:15 +0000 2023,"@JuanKarloslos también lo financia soros?, hay un afán de soros por legalizar la marihuna no por filántropo sino por negocio.",1,0,0,Karenci13847047,5,1073,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
149,Mon May 30 17:29:35 +0000 2022,@mirandamoonsoul Y encima justifica a Hitler,-2,0,0,exoperadoradio,304,1981,,,,,,,,,0
150,Thu May 25 19:51:02 +0000 2023,@AlmaguerPerdomo @EVilluendasC @PartidoPCC @Frank16726439 @chamberohoy @CubanaLidice @LeyCruzXCuba @AlpidioAlonsoG @Israel_BuenaFe @LeonVillaClara2 @ErnestoMCruz1 A CANTAR A LA PIEDRA https://t.co/8QLYAklFye,-2,0,1,Lolyprada,680,9796,,,,,,,,,0
151,Fri Jun 17 14:39:49 +0000 2022,Vamos que tu marido sea un hijo de la gran puta violador de niñas y tu una corrupta que lo tapas es culpa de la ultraderecha??? Vamos que la culpa la tiene franco o Hitler no guapa guapa por decir algo porque eres más fea que pegarle un padre con un calcetín sudado https://t.co/xWEZSMxPz9,-2,0,0,leal_chus,155,355,,,,,,,,,0
152,Thu May 18 06:43:52 +0000 2023,"👌👍👏
Yuval Noah Harari: “Los eunucos ya eran bioingeniería, y no fue una mejora para todos” https://t.co/R237cFNsqW",-2,0,3,AureaVicenta,1395,23751,,,,,,,,,0
153,Tue May 02 23:51:21 +0000 2023,@smokingchadceo Lo que hizo hitler fue no escuchar las opiniones de estrategia militar de sus generales y por eso palmo.,-2,0,0,miguel_uson_,81,825,,,,,,,,,0
154,Fri Jun 24 22:26:01 +0000 2022,"@ComunicacionEc @LassoGuillermo Este pobre hombre perdió la cabeza, es un decrépito con aires de Hitler",-2,0,0,andresfpf86,116,48378,,,,,,,,,0
155,Sat Apr 22 23:26:26 +0000 2023,"@DavidYabo @marcus_2960 Acaso el que le daba los escaños que necesita para gobernar no era Ben Gvir? O el iletrado de Smotrich?

Cuál es el sector que hace lo que decís?

Vuelvo a lo mismo, vos sabés muy bien que quienes están en el vídeo no son de ningun sector activamente politico en Israel.",-2,0,1,iehuda_hamacabi,1197,10588,,,,,,,,,0
156,Tue Jun 28 21:26:18 +0000 2022,"@NOUREEN_SHIRAZ Proximamente van reunir-se en Auschwitz en memoria del padre de Ursula Von Layen, antiguo oficial de las SS... 😂",-1,0,3,Desparasitador6,38,2118,,,,,,,,,0
157,Thu Jun 16 22:11:34 +0000 2022,"@PiterUy @Axulon Disculpe,quiere decir que esos símbolos son nazis o los usan los nazis? No sabía, y el  único que conozco es una cruz y me parece que es anterior a Hitler en unos 1000 años.",0,0,2,joseclaramunt,6797,44438,,,,,,,,,0
158,Sat Jun 18 19:53:06 +0000 2022,"@jjlalvarez El Cierre de Ventanas, por los Amigos de G. Soros, facilitará el Robo a Chile de material no refinado que contiene Oro, Plata, Litio y Tierras Raras ! Se enriquecerán unos pocos y empobrecerán más a todo un pueblo ! Que no te Engañen más 🇨🇱",1,0,0,ChileDemocrata,1409,4546,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,1
159,Sun May 21 19:18:13 +0000 2023,"@RobertooFinch @okdiario Así es,  el otro monstruo con alianzas con el Islam era Adolf Hitler, con sus SS trufadas de musulmanes bosnios fundamentalmente que se cambiaban el nombre y sus pactos para la solución final con el Mufti de Jerusalén 
https://t.co/gRlhF0jQOy",-2,0,1,Margari63422229,700,12772,,,,,,,,,0
160,Thu May 18 15:18:07 +0000 2023,@elpadrejesus_ No sabias que en Alemania hubo elecciones y las ganó Hitler???,-2,0,0,LilianaMoncay11,69,8256,,,,,,,,,0
161,Fri Jun 17 20:05:23 +0000 2022,"Anexo 
Declaraciones y adhesiones desde el Grupo Especial de CLACSO Revista Al-Zeytun/Palestina y América Latina (2019-2022) en sus direcciones de internet
https://t.co/yDnhLQ1Igt
https://t.co/iXYgqwXBcG
https://t.co/OAdNUpGjzM
https://t.co/2CaggN8vXS https://t.co/DlqFakTVzs",-2,0,1,MartinelliMarti,462,812,,,,,,,,,0
162,Fri Jun 03 17:32:12 +0000 2022,@andrearoae Que fuera a Europa a decir que admira a Hitler. En Alemania lo meten preso.,-2,0,0,ArianaBucca,968,6416,,,,,,,,,0
163,Thu Jun 09 07:53:54 +0000 2022,"@phdporfi2020 @saferrefas2001 @ingrodolfohdez Propuesta copiada de Petro, pero hecha a la loca por el loco #RHnegativo
Será que el tal ingeniero tiene algo original?
Copia las frases de AMLO, las ideas de Hitler, el estilo de Trump, las posturas de Uribe y el programa de gobierno de Petro.
Cómo que ni su cabello es original!",-2,1,2,carturorincon7,2112,2407,,,,,,,,,0
164,Mon May 30 02:25:05 +0000 2022,"@olivares0107 @ElAveFnixRS3 @PaoHerreraC Alguien machista
Adora a Hitler
E imputado reciente por corrupción y su bandera de campaña es acabar con los corruptos??",-2,1,0,Nicolas36901172,66,1941,,,,,,,,,0
165,Fri May 27 22:08:37 +0000 2022,@NavarroGenta @ElisaLoncon @fernando_atria 1- cuando un podrido viejo marino que se dice pertenecer a la mala imitación de republicanos de ee.uu. y ser de derechas cita a hitler para hacer comparaciones con constituyentes chilenas y chilenos elegidos con todas las reglas que queda claro el tipo de dementes que se pasea..,-2,0,0,sggt,1011,41966,,,,,,,,,0
166,Mon May 15 22:26:25 +0000 2023,"@TonoEPP @LassoGuillermo Yo creo señor @TonoEPP que con las declaraciones de Joseph Borrell de que le quitan la administración pública para sostener la guerra en Ucrania no está mal, quizás UD también sea hombre de Soros por eso sus declaraciones",0,0,0,21Naranjo,127,3097,,,,,,,,,0
167,Tue May 09 23:35:01 +0000 2023,"Por si creían que solo se trataba de un homónimo, acá les dejo una lista que dejó hace un par de meses sobre libros censurados ""porque despierta a quien lo lee"". Sí, ""Mi lucha"" de Adolf Hitler https://t.co/1i7EGECbVp",-2,1,18,jorgenomefui,22536,281137,,,,,,,,,0
168,Tue May 02 20:42:38 +0000 2023,"@elda008 @LanaMontalban En el estado de Israel, el 35% de la población no es judía, y si el tema es con Israel, hablar de los judíos si es antisemita y peyorativo.",-1,0,0,diegodruca,257,9022,,,,,,,,,0
169,Fri Jun 24 20:19:18 +0000 2022,"Para Soros matar a un ser humano inocente e indefenso es un derecho humano.
El cinismo del Mal en estado puro, parafraseando a Arendt. https://t.co/Ahv88JK5cK",0,0,2,_Max_Gerscovich,306,7116,,,,,,,,,0
170,Sat May 28 10:12:11 +0000 2022,ðŸ’¥ Â¿Hitler no se suicidó? Â¿Escapó y terminó sus días en Argentina? https://t.co/JJthsOdYuM,-2,0,0,Tuitores,210747,263,,,,,,,,,0
171,Thu Jun 09 07:09:44 +0000 2022,"@PSOE @sanchezcastejon Con Soros e Indra detrás, con el amiguete colocado en Correos para reemplazar los votos, y con la inscripción masiva de muertos como votantes, seguro saca más votos que Biden.",1,0,0,UnoDelMonton321,73,1816,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
172,Wed May 31 17:12:12 +0000 2023,Estamos a menos de 7 días para la pretemporada y apenas sabemos que qué Israel reyes terminó con su novia y que el tano traicionó al america y que seguro Emilio Lara se fue a cortar el cabello por 5ta vez,-2,0,1,eledercruz,66,17295,,,,,,,,,0
173,Thu Jun 16 17:24:52 +0000 2022,"@lanacionmas VIVo: Mariana,no confundas Nacionalidad con pueblo ni religion; hay cantidad de argentinos de origen judio( pueden ser o no observantes religiosos o no,y alguna muy pequeña cantidad de israelies,q es una nacionalidad( de la nacion Israel).",-2,0,0,Lydia80348668,709,27020,,,,,,,,,0
174,Tue Jun 28 13:39:34 +0000 2022,@DanteFontana3 Si solo endiosan a un asesino que disfrutaba asesinar a sus victimas. Hay que leer primero antes de publicar su rostro. Sino fuese el colocarán a Hitler sería igual de aberrante,-2,0,2,amarilisF,32,3629,,,,,,,,,0
175,Fri Apr 21 16:28:09 +0000 2023,"@DrOrdonez1 @SoyAlejoGomez @LaniakVol @antiuribismo044 @Lisandr29262671 @Ealr360150 @richizuluaga @Abogoma50 @Alonzo_Jarris @HelverHafc @danramirez94 @Josebq94 @salcedorivales @Real_luberals No solmante yo, grandes economistas, soportado por el programa Nazi y las palabras del mismo Hitler, pero el médico no puede argumentar y le toca llamar a sus. amiguitos",-2,0,0,EdRolo79,898,35115,,,,,,,,,0
